Year;Location_Code;District;Municipality;Parish;Sex;Age;Population;Notes;Population_corrected
2021;170320;Vila Real;Chaves;Oura;F;65 and older;100;;100
2021;91205;Guarda;Seia;Girabolhos;M;0 - 14 year old;5;;5
2021;10416;Aveiro;Arouca;Santa Eulália;M;0 - 14 year old;137;;137
2021;31360;Braga;Vila Verde;União das freguesias da Ribeira do Neiva;M;0 - 14 year old;203;;203
2021;130526;Porto;Lousada;Vilar do Torno e Alentém;M;25 - 64 year old;346;;346
2021;90628;Guarda;Gouveia;União das freguesias de Rio Torto e Lagarinhos;F;0 - 14 year old;26;;26
2021;130811;Porto;Matosinhos;União das freguesias de Custóias, Leça do Balio e Guifões;M;15 - 24 year old;2332;;2332
2021;30301;Braga;Braga;Adaúfe;M;25 - 64 year old;1026;;1026
2021;30922;Braga;Póvoa de Lanhoso;Santo Emilião;M;15 - 24 year old;47;;47
2021;151101;Setúbal;Sesimbra;Sesimbra (Castelo);F;25 - 64 year old;5456;;5456
2021;150803;Setúbal;Palmela;Pinhal Novo;F;15 - 24 year old;1533;;1533
2021;30931;Braga;Póvoa de Lanhoso;União das freguesias de Calvos e Frades;F;25 - 64 year old;188;;188
2021;160820;Viana do Castelo;Valença;União das freguesias de Valença, Cristelo Covo e Arão;F;0 - 14 year old;333;;333
2021;160816;Viana do Castelo;Valença;Verdoejo;M;15 - 24 year old;16;;16
2021;61310;Coimbra;Penacova;Sazes do Lorvão;M;65 and older;98;;98
2021;160218;Viana do Castelo;Arcos de Valdevez;Vilar de Mouros;F;65 and older;111;;111
2021;181908;Viseu;Tabuaço;Longa;F;0 - 14 year old;4;;4
2021;160130;Viana do Castelo;Arcos de Valdevez;Rio Frio;F;25 - 64 year old;105;;105
2021;40604;Bragança;Miranda do Douro;Duas Igrejas;M;65 and older;132;;132
2021;111323;Lisboa;Torres Vedras;União das freguesias de Carvoeira e Carmões;F;15 - 24 year old;110;;110
2021;50205;Castelo Branco;Castelo Branco;Castelo Branco;M;15 - 24 year old;1842;;1842
2021;120504;Portalegre;Castelo de Vide;São João Baptista;F;65 and older;196;;196
2021;131506;Porto;Valongo;União das freguesias de Campo e Sobrado;M;65 and older;1242;;1242
2021;20210;Beja;Almodôvar;União das freguesias de Santa Clara-a-Nova e Gomes Aires;M;25 - 64 year old;184;;184
2021;40210;Bragança;Bragança;Coelhoso;F;15 - 24 year old;6;;6
2021;70903;Évora;Portel;Monte do Trigo;M;15 - 24 year old;65;;65
2021;31406;Braga;Vizela;Vizela (Santo Adrião);F;0 - 14 year old;122;;122
2021;91136;Guarda;Sabugal;Vale de Espinho;M;15 - 24 year old;8;;8
2021;171230;Vila Real;Valpaços;Veiga de Lila;F;25 - 64 year old;55;;55
2021;131141;Porto;Penafiel;Guilhufe e Urrô;F;25 - 64 year old;1143;;1143
2021;20522;Beja;Beja;União das freguesias de Salvada e Quintos;F;15 - 24 year old;55;;55
2021;131701;Porto;Vila Nova de Gaia;Arcozelo;F;15 - 24 year old;751;;751
2021;60406;Coimbra;Condeixa-a-Nova;Ega;M;65 and older;324;;324
2021;40218;Bragança;Bragança;Gostei;M;0 - 14 year old;13;;13
2021;60704;Coimbra;Lousã;Serpins;F;15 - 24 year old;79;;79
2021;70524;Évora;Évora;União das freguesias de Malagueira e Horta das Figueiras;F;25 - 64 year old;6052;;6052
2021;320101;Ilha de Porto Santo;Porto Santo;Porto Santo;F;65 and older;539;;539
2021;160915;Viana do Castelo;Viana do Castelo;Lanheses;F;65 and older;291;;291
2021;31013;Braga;Terras de Bouro;Rio Caldo;M;0 - 14 year old;39;;39
2021;90759;Guarda;Guarda;Jarmelo São Miguel;M;25 - 64 year old;62;;62
2021;50338;Castelo Branco;Covilhã;União das freguesias de Vale Formoso e Aldeia do Souto;F;0 - 14 year old;32;;32
2021;111122;Lisboa;Sintra;União das freguesias de Agualva e Mira-Sintra;F;65 and older;4973;;4973
2021;100618;Leiria;Caldas da Rainha;União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;F;25 - 64 year old;3564;;3564
2021;180908;Viseu;Nelas;Lapa do Lobo;M;0 - 14 year old;29;;29
2021;130906;Porto;Paços de Ferreira;Figueiró;F;0 - 14 year old;165;;165
2021;40534;Bragança;Macedo de Cavaleiros;Vale de Prados;M;25 - 64 year old;110;;110
2021;141904;Santarém;Torres Novas;Chancelaria;F;25 - 64 year old;339;;339
2021;80808;Faro;Loulé;Loulé (São Clemente);M;65 and older;1657;;1657
2021;40822;Bragança;Mogadouro;Vale da Madre;F;0 - 14 year old;7;;7
2021;30617;Braga;Esposende;União das freguesias de Belinho e Mar;F;25 - 64 year old;798;;798
2021;131636;Porto;Vila do Conde;União das freguesias de Touguinha e Touguinhó;M;15 - 24 year old;170;;170
2021;171409;Vila Real;Vila Real;Folhadela;M;25 - 64 year old;546;;546
2021;180412;Viseu;Cinfães;Santiago de Piães;M;0 - 14 year old;117;;117
2021;181615;Viseu;São Pedro do Sul;Serrazes;M;65 and older;134;;134
2021;181208;Viseu;Penedono;Póvoa de Penela;M;25 - 64 year old;76;;76
2021;310310;Ilha da Madeira;Funchal;Funchal (Sé);M;25 - 64 year old;711;;711
2021;50416;Castelo Branco;Fundão;Fatela;M;25 - 64 year old;116;;116
2021;110618;Lisboa;Lisboa;Lumiar;F;65 and older;5694;;5694
2021;10805;Aveiro;Estarreja;Pardilhó;M;65 and older;400;;400
2021;430201;Ilha Terceira;Vila da Praia da Vitória;Agualva;F;25 - 64 year old;347;;347
2021;40727;Bragança;Mirandela;São Pedro Velho;F;65 and older;87;;87
2021;30212;Braga;Barcelos;Balugães;F;65 and older;88;;88
2021;71103;Évora;Reguengos de Monsaraz;Monsaraz;M;25 - 64 year old;174;;174
2021;420103;Ilha de São Miguel;Lagoa;Lagoa (Nossa Senhora do Rosário);M;15 - 24 year old;323;;323
2021;91032;Guarda;Pinhel;Alto do Palurdo;M;15 - 24 year old;8;;8
2021;141809;Santarém;Tomar;Paialvo;F;15 - 24 year old;99;;99
2021;180807;Viseu;Mortágua;Pala;M;25 - 64 year old;213;;213
2021;310604;Ilha da Madeira;Porto Moniz;Seixal;M;25 - 64 year old;168;;168
2021;101509;Leiria;Pombal;Pombal;M;25 - 64 year old;4235;;4235
2021;70522;Évora;Évora;União das freguesias de Bacelo e Senhora da Saúde;F;15 - 24 year old;882;;882
2021;310704;Ilha da Madeira;Ribeira Brava;Tabua;M;15 - 24 year old;69;;69
2021;91032;Guarda;Pinhel;Alto do Palurdo;F;0 - 14 year old;2;;2
2021;430118;Ilha Terceira;Angra do Heroísmo;Terra Chã;M;15 - 24 year old;203;;203
2021;30806;Braga;Guimarães;Barco;F;0 - 14 year old;96;;96
2021;50436;Castelo Branco;Fundão;União das freguesias de Vale de Prazeres e Mata da Rainha;M;0 - 14 year old;30;;30
2021;160221;Viana do Castelo;Arcos de Valdevez;União das freguesias de Arga (Baixo, Cima e São João);F;65 and older;54;;54
2021;30878;Braga;Guimarães;União das freguesias de Atães e Rendufe;F;0 - 14 year old;170;;170
2021;91304;Guarda;Trancoso;Cogula;F;0 - 14 year old;6;;6
2021;141634;Santarém;Santarém;União das freguesias de São Vicente do Paul e Vale de Figueira;M;65 and older;374;;374
2021;182310;Viseu;Viseu;Cota;F;15 - 24 year old;24;;24
2021;160323;Viana do Castelo;Melgaço;União das freguesias de Vila e Roussas;M;25 - 64 year old;532;;532
2021;10936;Aveiro;Santa Maria da Feira;União de freguesias de São Miguel de Souto e Mosteirô;M;0 - 14 year old;374;;374
2021;30740;Braga;Fafe;União de freguesias de Ardegão, Arnozela e Seidões;F;25 - 64 year old;264;;264
2021;30208;Braga;Barcelos;Alvelos;F;25 - 64 year old;566;;566
2021;30224;Braga;Barcelos;Cossourado;F;25 - 64 year old;204;;204
2021;80604;Faro;Lagoa;Porches;F;25 - 64 year old;599;;599
2021;31408;Braga;Vizela;União das freguesias de Caldas de Vizela (São Miguel e São João);F;15 - 24 year old;588;;588
2021;100939;Leiria;Leiria;União das freguesias de Santa Eufémia e Boa Vista;M;65 and older;458;;458
2021;130515;Porto;Lousada;Nevogilde;F;25 - 64 year old;740;;740
2021;181902;Viseu;Tabuaço;Arcos;F;25 - 64 year old;46;;46
2021;30104;Braga;Amares;Bico;M;15 - 24 year old;54;;54
2021;130224;Porto;Baião;União das freguesias de Loivos da Ribeira e Tresouras;F;0 - 14 year old;30;;30
2021;170333;Vila Real;Chaves;São Pedro de Agostém;F;25 - 64 year old;338;;338
2021;30517;Braga;Celorico de Basto;Rego;M;0 - 14 year old;69;;69
2021;30290;Braga;Barcelos;União das freguesias de Alheira e Igreja Nova;F;0 - 14 year old;85;;85
2021;470101;Ilha do Faial;Horta;Capelo;M;0 - 14 year old;32;;32
2021;140120;Santarém;Abrantes;União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;F;65 and older;2193;;2193
2021;180409;Viseu;Cinfães;Nespereira;F;25 - 64 year old;424;;424
2021;110658;Lisboa;Lisboa;Belém;F;15 - 24 year old;798;;798
2021;90764;Guarda;Guarda;União de freguesias de Pousade e Albardo;M;25 - 64 year old;50;;50
2021;90738;Guarda;Guarda;Santana da Azinha;M;15 - 24 year old;19;;19
2021;60337;Coimbra;Coimbra;União das freguesias de São Martinho de Árvore e Lamarosa;M;65 and older;322;;322
2021;141202;Santarém;Golegã;Golegã;M;25 - 64 year old;832;;832
2021;40201;Bragança;Bragança;Alfaião;F;15 - 24 year old;4;;4
2021;110922;Lisboa;Mafra;União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;M;15 - 24 year old;676;;676
2021;430101;Ilha Terceira;Angra do Heroísmo;Altares;M;0 - 14 year old;49;;49
2021;160101;Viana do Castelo;Arcos de Valdevez;Aboim das Choças;M;65 and older;47;;47
2021;71201;Évora;Vendas Novas;Vendas Novas;F;15 - 24 year old;515;;515
2021;130226;Porto;Baião;União das freguesias de Teixeira e Teixeiró;F;15 - 24 year old;41;;41
2021;130129;Porto;Amarante;Salvador do Monte;M;15 - 24 year old;56;;56
2021;10606;Aveiro;Castelo de Paiva;Real;M;25 - 64 year old;328;;328
2021;450103;Ilha de São Jorge;Calheta;Ribeira Seca;F;65 and older;127;;127
2021;30377;Braga;Braga;União das freguesias de Nogueira, Fraião e Lamaçães;M;25 - 64 year old;4141;;4141
2021;90519;Guarda;Fornos de Algodres;União das freguesias de Sobral Pichorro e Fuinhas;M;15 - 24 year old;4;;4
2021;181208;Viseu;Penedono;Póvoa de Penela;M;15 - 24 year old;17;;17
2021;91335;Guarda;Trancoso;União das freguesias de Vilares e Carnicães;F;15 - 24 year old;9;;9
2021;41115;Bragança;Vimioso;União das freguesias de Algoso, Campo de Víboras e Uva;F;15 - 24 year old;11;;11
2021;180204;Viseu;Carregal do Sal;Oliveira do Conde;M;15 - 24 year old;142;;142
2021;30739;Braga;Fafe;União de freguesias de Antime e Silvares (São Clemente);M;25 - 64 year old;497;;497
2021;420310;Ilha de São Miguel;Ponta Delgada;Ginetes;F;0 - 14 year old;72;;72
2021;90105;Guarda;Aguiar da Beira;Dornelas;F;15 - 24 year old;19;;19
2021;160225;Viana do Castelo;Caminha;União das freguesias de Venade e Azevedo;F;15 - 24 year old;48;;48
2021;91125;Guarda;Sabugal;Rapoula do Côa;F;25 - 64 year old;45;;45
2021;181818;Viseu;Sernancelhe;União das freguesias de Ferreirim e Macieira;M;65 and older;79;;79
2021;40909;Bragança;Torre de Moncorvo;Horta da Vilariça;F;0 - 14 year old;5;;5
2021;180202;Viseu;Carregal do Sal;Cabanas de Viriato;F;25 - 64 year old;345;;345
2021;151103;Setúbal;Sesimbra;Quinta do Conde;F;0 - 14 year old;2294;;2294
2021;131009;Porto;Paredes;Cristelo;M;65 and older;117;;117
2021;100611;Leiria;Caldas da Rainha;Santa Catarina;M;0 - 14 year old;135;;135
2021;111009;Lisboa;Oeiras;Porto Salvo;F;15 - 24 year old;835;;835
2021;81310;Faro;Silves;União das freguesias de Algoz e Tunes;M;0 - 14 year old;567;;567
2021;180520;Viseu;Lamego;Sande;F;65 and older;108;;108
2021;160602;Viana do Castelo;Ponte da Barca;Boivães;M;65 and older;37;;37
2021;142001;Santarém;Vila Nova da Barquinha;Atalaia;M;25 - 64 year old;421;;421
2021;21122;Beja;Odemira;Vale de Santiago;M;25 - 64 year old;216;;216
2021;10409;Aveiro;Arouca;Escariz;F;25 - 64 year old;556;;556
2021;50916;Castelo Branco;Sertã;União das freguesias de Cumeada e Marmeleiro;M;25 - 64 year old;121;;121
2021;310203;Ilha da Madeira;Câmara de Lobos;Estreito de Câmara de Lobos;F;25 - 64 year old;2682;;2682
2021;171102;Vila Real;Santa Marta de Penaguião;Cumieira;F;0 - 14 year old;37;;37
2021;430210;Ilha Terceira;Vila da Praia da Vitória;Vila Nova;M;25 - 64 year old;417;;417
2021;40741;Bragança;Mirandela;União das freguesias de Franco e Vila Boa;M;15 - 24 year old;9;;9
2021;40724;Bragança;Mirandela;Passos;M;15 - 24 year old;10;;10
2021;91307;Guarda;Trancoso;Fiães;M;65 and older;32;;32
2021;100615;Leiria;Caldas da Rainha;Vidais;M;65 and older;153;;153
2021;160713;Viana do Castelo;Ponte de Lima;Calheiros;M;65 and older;89;;89
2021;31233;Braga;Vila Nova de Famalicão;Requião;M;25 - 64 year old;898;;898
2021;140121;Santarém;Abrantes;União das freguesias de Aldeia do Mato e Souto;F;15 - 24 year old;21;;21
2021;21309;Beja;Serpa;União das freguesias de Vila Nova de São Bento e Vale de Vargo;F;0 - 14 year old;186;;186
2021;160802;Viana do Castelo;Valença;Boivão;M;15 - 24 year old;8;;8
2021;40710;Bragança;Mirandela;Caravelas;M;0 - 14 year old;3;;3
2021;171111;Vila Real;Santa Marta de Penaguião;União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;M;0 - 14 year old;121;;121
2021;150313;Setúbal;Almada;União das freguesias de Caparica e Trafaria;F;65 and older;3227;;3227
2021;170802;Vila Real;Peso da Régua;Fontelas;F;15 - 24 year old;27;;27
2021;160818;Viana do Castelo;Valença;União das freguesias de Gondomil e Sanfins;F;15 - 24 year old;15;;15
2021;60329;Coimbra;Coimbra;Torres do Mondego;F;65 and older;399;;399
2021;171311;Vila Real;Vila Pouca de Aguiar;Telões;M;0 - 14 year old;53;;53
2021;21208;Beja;Ourique;União das freguesias de Panoias e Conceição;F;25 - 64 year old;100;;100
2021;141616;Santarém;Santarém;Póvoa da Isenta;M;25 - 64 year old;283;;283
2021;121503;Portalegre;Sousel;Santo Amaro;F;25 - 64 year old;124;;124
2021;50433;Castelo Branco;Fundão;União das freguesias de Janeiro de Cima e Bogas de Baixo;M;25 - 64 year old;65;;65
2021;182131;Viseu;Tondela;União das freguesias de São Miguel do Outeiro e Sabugosa;M;15 - 24 year old;53;;53
2021;100114;Leiria;Alcobaça;Turquel;M;65 and older;402;;402
2021;460104;Ilha do Pico;Lajes do Pico;Ribeiras;F;65 and older;119;;119
2021;31122;Braga;Vieira do Minho;União das freguesias de Anissó e Soutelo;M;65 and older;50;;50
2021;31313;Braga;Vila Verde;Dossãos;F;25 - 64 year old;104;;104
2021;91014;Guarda;Pinhel;Manigoto;M;0 - 14 year old;3;;3
2021;151207;Setúbal;Setúbal;Gâmbia-Pontes-Alto da Guerra;F;65 and older;693;;693
2021;170333;Vila Real;Chaves;São Pedro de Agostém;F;15 - 24 year old;73;;73
2021;101503;Leiria;Pombal;Almagreira;F;65 and older;543;;543
2021;130340;Porto;Felgueiras;União das freguesias de Vila Fria e Vizela (São Jorge);M;15 - 24 year old;70;;70
2021;470113;Ilha do Faial;Horta;Salão;F;65 and older;47;;47
2021;420309;Ilha de São Miguel;Ponta Delgada;Feteiras;F;0 - 14 year old;139;;139
2021;30824;Braga;Guimarães;Infantas;F;65 and older;146;;146
2021;130313;Porto;Felgueiras;Penacova;M;65 and older;78;;78
2021;50310;Castelo Branco;Covilhã;Erada;M;65 and older;119;;119
2021;120712;Portalegre;Elvas;Assunção, Ajuda, Salvador e Santo Ildefonso;F;0 - 14 year old;638;;638
2021;110707;Lisboa;Loures;Loures;F;25 - 64 year old;8739;;8739
2021;50808;Castelo Branco;Proença-a-Nova;União das freguesias de Sobreira Formosa e Alvito da Beira;F;65 and older;458;;458
2021;90712;Guarda;Guarda;Castanheira;F;15 - 24 year old;8;;8
2021;170302;Vila Real;Chaves;Anelhe;M;65 and older;56;;56
2021;50704;Castelo Branco;Penamacor;Aranhas;M;0 - 14 year old;25;;25
2021;151002;Setúbal;Seixal;Amora;M;15 - 24 year old;2888;;2888
2021;61103;Coimbra;Oliveira do Hospital;Avô;M;15 - 24 year old;25;;25
2021;11906;Aveiro;Arões;Macieira de Cambra;F;25 - 64 year old;1166;;1166
2021;50315;Castelo Branco;Covilhã;Peraboa;F;25 - 64 year old;193;;193
2021;61703;Coimbra;Vila Nova de Poiares;Poiares (Santo André);M;15 - 24 year old;230;;230
2021;160905;Viana do Castelo;Viana do Castelo;Areosa;M;65 and older;492;;492
2021;181707;Viseu;Sátão;Rio de Moinhos;M;65 and older;153;;153
2021;170324;Vila Real;Chaves;Redondelo;M;15 - 24 year old;24;;24
2021;31366;Braga;Vila Verde;União das freguesias de Pico de Regalados, Gondiães e Mós;F;0 - 14 year old;98;;98
2021;110707;Lisboa;Loures;Loures;F;0 - 14 year old;2297;;2297
2021;31215;Braga;Vila Nova de Famalicão;Fradelos;F;15 - 24 year old;254;;254
2021;140905;Santarém;Coruche;Branca;F;65 and older;213;;213
2021;101606;Leiria;Porto de Mós;Juncal;M;15 - 24 year old;185;;185
2021;170343;Vila Real;Chaves;Vila Verde da Raia;F;15 - 24 year old;27;;27
2021;31257;Braga;Vila Nova de Famalicão;União das freguesias de Ruivães e Novais;M;0 - 14 year old;173;;173
2021;31361;Braga;Vila Verde;União das freguesias de Carreiras (São Miguel) e Carreiras (Santiago);M;25 - 64 year old;195;;195
2021;30824;Braga;Guimarães;Infantas;M;65 and older;121;;121
2021;60803;Coimbra;Mira;Carapelhos;F;25 - 64 year old;168;;168
2021;170215;Vila Real;Boticas;Sapiãos;F;0 - 14 year old;4;;4
2021;160162;Viana do Castelo;Arcos de Valdevez;União das freguesias de Souto e Tabaçô;F;0 - 14 year old;58;;58
2021;61102;Coimbra;Oliveira do Hospital;Alvoco das Várzeas;F;25 - 64 year old;52;;52
2021;30279;Braga;Barcelos;Silva;M;15 - 24 year old;48;;48
2021;30205;Braga;Barcelos;Airó;M;15 - 24 year old;71;;71
2021;10123;Aveiro;Águeda;União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;F;65 and older;272;;272
2021;180722;Viseu;Moimenta da Beira;União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;F;25 - 64 year old;82;;82
2021;11704;Aveiro;Sever do Vouga;Pessegueiro do Vouga;F;0 - 14 year old;88;;88
2021;41110;Bragança;Vimioso;Santulhão;M;25 - 64 year old;56;;56
2021;420405;Ilha de São Miguel;Povoação;Povoação;M;25 - 64 year old;514;;514
2021;130412;Porto;Gondomar;Baguim do Monte (Rio Tinto);F;65 and older;1650;;1650
2021;90224;Guarda;Almeida;São Pedro de Rio Seco;F;25 - 64 year old;27;;27
2021;40404;Bragança;Freixo de Espada à Cinta;Ligares;M;25 - 64 year old;74;;74
2021;60708;Coimbra;Lousã;União das freguesias de Lousã e Vilarinho;M;0 - 14 year old;929;;929
2021;50432;Castelo Branco;Fundão;Três Povos;M;15 - 24 year old;17;;17
2021;11203;Aveiro;Murtosa;Murtosa;M;25 - 64 year old;831;;831
2021;142121;Santarém;Ourém;União das freguesias de Matas e Cercal;F;25 - 64 year old;414;;414
2021;180101;Viseu;Armamar;Aldeias;M;25 - 64 year old;72;;72
2021;171431;Vila Real;Vila Real;União das freguesias de Adoufe e Vilarinho de Samardã;M;0 - 14 year old;147;;147
2021;30102;Braga;Amares;Barreiros;M;25 - 64 year old;203;;203
2021;171004;Vila Real;Sabrosa;Gouvinhas;M;25 - 64 year old;57;;57
2021;170501;Vila Real;Mondim de Basto;Atei;M;15 - 24 year old;63;;63
2021;181008;Viseu;Oliveira de Frades;São João da Serra;M;15 - 24 year old;17;;17
2021;11008;Aveiro;Ílhavo;Ílhavo (São Salvador);F;25 - 64 year old;4654;;4654
2021;40219;Bragança;Bragança;Grijó de Parada;F;0 - 14 year old;3;;3
2021;50520;Castelo Branco;Idanha-a-Nova;União das freguesias de Monsanto e Idanha-a-Velha;F;25 - 64 year old;130;;130
2021;31309;Braga;Vila Verde;Cervães;F;25 - 64 year old;503;;503
2021;70601;Évora;Montemor-o-Novo;Cabrela;M;0 - 14 year old;24;;24
2021;31124;Braga;Vieira do Minho;União das freguesias de Caniçada e Soengas;F;0 - 14 year old;22;;22
2021;131210;Porto;Porto;Paranhos;F;65 and older;7184;;7184
2021;130723;Porto;Marco de Canaveses;Sobretâmega;M;0 - 14 year old;83;;83
2021;171220;Vila Real;Valpaços;Santa Valha;M;15 - 24 year old;11;;11
2021;130112;Porto;Amarante;Fregim;F;65 and older;315;;315
2021;40226;Bragança;Bragança;Outeiro;M;65 and older;72;;72
2021;170510;Vila Real;Mondim de Basto;União das freguesias de Ermelo e Pardelhas;M;25 - 64 year old;86;;86
2021;320101;Ilha de Porto Santo;Porto Santo;Porto Santo;M;25 - 64 year old;1523;;1523
2021;150203;Setúbal;Alcochete;São Francisco;F;15 - 24 year old;154;;154
2021;131637;Porto;Vila do Conde;União das freguesias de Vilar e Mosteiró;F;15 - 24 year old;107;;107
2021;50336;Castelo Branco;Covilhã;União das freguesias de Peso e Vales do Rio;M;0 - 14 year old;71;;71
2021;91035;Guarda;Pinhel;União das freguesias de Atalaia e Safurdão;M;25 - 64 year old;35;;35
2021;100105;Leiria;Alcobaça;Benedita;F;0 - 14 year old;568;;568
2021;100932;Leiria;Leiria;União das freguesias de Colmeias e Memória;F;15 - 24 year old;173;;173
2021;30934;Braga;Póvoa de Lanhoso;União das freguesias de Fonte Arcada e Oliveira;F;15 - 24 year old;87;;87
2021;10808;Aveiro;Estarreja;União das freguesias de Beduído e Veiros;M;15 - 24 year old;568;;568
2021;90705;Guarda;Guarda;Alvendre;M;25 - 64 year old;52;;52
2021;150315;Setúbal;Almada;União das freguesias de Laranjeiro e Feijó;F;25 - 64 year old;11181;;11181
2021;30419;Braga;Cabeceiras de Basto;União das freguesias de Arco de Baúlhe e Vila Nune;F;65 and older;261;;261
2021;120203;Portalegre;Arronches;Mosteiros;M;25 - 64 year old;99;;99
2021;10921;Aveiro;Santa Maria da Feira;Rio Meão;F;65 and older;594;;594
2021;50802;Castelo Branco;Proença-a-Nova;Montes da Senhora;M;15 - 24 year old;16;;16
2021;101613;Leiria;Porto de Mós;Serro Ventoso;F;15 - 24 year old;38;;38
2021;31230;Braga;Vila Nova de Famalicão;Pedome;M;15 - 24 year old;114;;114
2021;171101;Vila Real;Santa Marta de Penaguião;Alvações do Corgo;M;15 - 24 year old;15;;15
2021;31251;Braga;Vila Nova de Famalicão;União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures;M;25 - 64 year old;985;;985
2021;160153;Viana do Castelo;Arcos de Valdevez;União das freguesias de Arcos de Valdevez (São Paio) e Giela;F;15 - 24 year old;91;;91
2021;141916;Santarém;Torres Novas;Zibreira;M;15 - 24 year old;40;;40
2021;131405;Porto;Santo Tirso;Aves;M;65 and older;892;;892
2021;41208;Bragança;Vinhais;Ervedosa;M;0 - 14 year old;5;;5
2021;70704;Évora;Mora;Pavia;F;65 and older;142;;142
2021;60801;Coimbra;Mira;Mira;M;0 - 14 year old;407;;407
2021;50308;Castelo Branco;Covilhã;Cortes do Meio;M;15 - 24 year old;27;;27
2021;130112;Porto;Amarante;Fregim;M;0 - 14 year old;187;;187
2021;31359;Braga;Vila Verde;Aboim da Nóbrega e Gondomar;M;65 and older;124;;124
2021;430116;Ilha Terceira;Angra do Heroísmo;São Mateus da Calheta;M;25 - 64 year old;1074;;1074
2021;131001;Porto;Paredes;Aguiar de Sousa;M;65 and older;134;;134
2021;20502;Beja;Beja;Baleizão;M;15 - 24 year old;52;;52
2021;10501;Aveiro;Aveiro;Aradas;M;65 and older;894;;894
2021;10809;Aveiro;Estarreja;União das freguesias de Canelas e Fermelã;F;25 - 64 year old;716;;716
2021;160701;Viana do Castelo;Ponte de Lima;Anais;F;0 - 14 year old;72;;72
2021;460301;Ilha do Pico;São Roque do Pico;Prainha;M;0 - 14 year old;34;;34
2021;131810;Porto;Trofa;União das freguesias de Bougado (São Martinho e Santiago);M;15 - 24 year old;1190;;1190
2021;30370;Braga;Braga;União das freguesias de Este (São Pedro e São Mamede);M;15 - 24 year old;240;;240
2021;10415;Aveiro;Arouca;Rossas;F;25 - 64 year old;393;;393
2021;480101;Ilha das Flores;Lajes das Flores;Fajã Grande;F;25 - 64 year old;57;;57
2021;31324;Braga;Vila Verde;Lanhas;F;25 - 64 year old;155;;155
2021;21010;Beja;Moura;União das freguesias de Safara e Santo Aleixo da Restauração;F;25 - 64 year old;332;;332
2021;80303;Faro;Aljezur;Odeceixe;M;0 - 14 year old;65;;65
2021;30744;Braga;Fafe;União de freguesias de Moreira do Rei e Várzea Cova;F;65 and older;291;;291
2021;180122;Viseu;Armamar;União das freguesias de São Romão e Santiago;M;0 - 14 year old;12;;12
2021;170343;Vila Real;Chaves;Vila Verde da Raia;M;65 and older;124;;124
2021;110120;Lisboa;Alenquer;União das freguesias de Carregado e Cadafais;F;15 - 24 year old;867;;867
2021;50223;Castelo Branco;Castelo Branco;Sarzedas;F;0 - 14 year old;22;;22
2021;10808;Aveiro;Estarreja;União das freguesias de Beduído e Veiros;F;25 - 64 year old;2671;;2671
2021;131627;Porto;Vila do Conde;Vila Chã;M;25 - 64 year old;895;;895
2021;51103;Castelo Branco;Vila Velha de Ródão;Sarnadas de Ródão;F;25 - 64 year old;98;;98
2021;160221;Viana do Castelo;Arcos de Valdevez;União das freguesias de Arga (Baixo, Cima e São João);M;0 - 14 year old;2;;2
2021;100304;Leiria;Ansião;Chão de Couce;F;65 and older;324;;324
2021;20804;Beja;Ferreira do Alentejo;Odivelas;M;65 and older;71;;71
2021;140608;Santarém;Cartaxo;Vale da Pedra;F;0 - 14 year old;89;;89
2021;160812;Viana do Castelo;Valença;São Pedro da Torre;F;15 - 24 year old;62;;62
2021;121001;Portalegre;Marvão;Beirã;F;25 - 64 year old;98;;98
2021;80704;Faro;Lagos;Odiáxere;M;0 - 14 year old;234;;234
2021;131402;Porto;Santo Tirso;Água Longa;F;0 - 14 year old;160;;160
2021;80809;Faro;Loulé;Loulé (São Sebastião);M;15 - 24 year old;366;;366
2021;160613;Viana do Castelo;Ponte da Barca;Nogueira;F;0 - 14 year old;18;;18
2021;20704;Beja;Cuba;Vila Ruiva;F;15 - 24 year old;13;;13
2021;30838;Braga;Guimarães;Ponte;M;15 - 24 year old;375;;375
2021;41234;Bragança;Vinhais;Vilar Seco de Lomba;F;25 - 64 year old;38;;38
2021;150505;Setúbal;Grândola;Carvalhal;F;25 - 64 year old;258;;258
2021;140707;Santarém;Chamusca;Carregueira;F;25 - 64 year old;408;;408
2021;120501;Portalegre;Castelo de Vide;Nossa Senhora da Graça de Póvoa e Meadas;F;65 and older;149;;149
2021;100109;Leiria;Alcobaça;Maiorga;F;65 and older;305;;305
2021;440103;Ilha da Graciosa;Santa Cruz da Graciosa;São Mateus;M;15 - 24 year old;37;;37
2021;40251;Bragança;Bragança;União das freguesias de Castrelos e Carrazedo;M;25 - 64 year old;42;;42
2021;170122;Vila Real;Alijó;União das freguesias de Pópulo e Ribalonga;M;25 - 64 year old;101;;101
2021;40541;Bragança;Macedo de Cavaleiros;União das freguesias de Castelãos e Vilar do Monte;F;0 - 14 year old;17;;17
