Year;Location_Code;District;Municipality;Parish;Sex;Age;Population;Notes;Population_corrected
2021;40206;Bragança;Bragança;Carragosa;M;65 and older;25;;25
2021;30235;Braga;Barcelos;Fragoso;M;25 - 64 year old;542;;542
2021;180325;Viseu;Castro Daire;União das freguesias de Parada de Ester e Ester;F;25 - 64 year old;145;;145
2021;70201;Évora;Arraiolos;Arraiolos;F;65 and older;439;;439
2021;131002;Porto;Paredes;Astromil;F;65 and older;84;;84
2021;181623;Viseu;São Pedro do Sul;União das freguesias de São Pedro do Sul, Várzea e Baiões;M;25 - 64 year old;1311;;1311
2021;130220;Porto;Baião;Viariz;M;25 - 64 year old;90;;90
2021;131315;Porto;Póvoa de Varzim;União das freguesias da Póvoa de Varzim, Beiriz e Argivai;M;0 - 14 year old;2239;;2239
2021;161009;Viana do Castelo;Vila Nova de Cerveira;Mentrestido;M;65 and older;31;;31
2021;171404;Vila Real;Vila Real;Arroios;M;0 - 14 year old;68;;68
2021;151208;Setúbal;Setúbal;Sado;F;65 and older;806;;806
2021;31113;Braga;Vieira do Minho;Rossas;F;65 and older;253;;253
2021;160742;Viana do Castelo;Ponte de Lima;Santa Comba;F;25 - 64 year old;167;;167
2021;181316;Viseu;Resende;União das freguesias de Anreade e São Romão de Aregos;F;0 - 14 year old;84;;84
2021;310101;Ilha da Madeira;Calheta;Arco da Calheta;M;15 - 24 year old;172;;172
2021;160623;Viana do Castelo;Ponte da Barca;Vade (São Pedro);F;15 - 24 year old;17;;17
2021;11711;Aveiro;Sever do Vouga;União das freguesias de Silva Escura e Dornelas;M;15 - 24 year old;116;;116
2021;31009;Braga;Terras de Bouro;Gondoriz;M;0 - 14 year old;11;;11
2021;30515;Braga;Celorico de Basto;Moreira do Castelo;F;25 - 64 year old;157;;157
2021;100106;Leiria;Alcobaça;Cela;M;15 - 24 year old;181;;181
2021;130415;Porto;Gondomar;União das freguesias de Gondomar (São Cosme), Valbom e Jovim;F;65 and older;5808;;5808
2021;150802;Setúbal;Palmela;Palmela;M;0 - 14 year old;1327;;1327
2021;110118;Lisboa;Alenquer;União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;F;65 and older;455;;455
2021;60508;Coimbra;Figueira da Foz;Marinha das Ondas;F;65 and older;434;;434
2021;30125;Braga;Amares;União das freguesias de Amares e Figueiredo;M;25 - 64 year old;735;;735
2021;450104;Ilha de São Jorge;Calheta;Santo Antão;M;15 - 24 year old;37;;37
2021;30866;Braga;Guimarães;Serzedelo;F;15 - 24 year old;151;;151
2021;160401;Viana do Castelo;Monção;Abedim;M;65 and older;38;;38
2021;61201;Coimbra;Pampilhosa da Serra;Cabril;F;25 - 64 year old;54;;54
2021;171403;Vila Real;Vila Real;Andrães;M;0 - 14 year old;69;;69
2021;111124;Lisboa;Sintra;União das freguesias do Cacém e São Marcos;F;25 - 64 year old;12344;;12344
2021;130527;Porto;Lousada;União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);M;25 - 64 year old;578;;578
2021;140605;Santarém;Cartaxo;Valada;F;65 and older;138;;138
2021;40212;Bragança;Bragança;Donai;M;25 - 64 year old;93;;93
2021;130902;Porto;Paços de Ferreira;Carvalhosa;M;0 - 14 year old;338;;338
2021;30723;Braga;Fafe;Regadas;F;0 - 14 year old;62;;62
2021;131607;Porto;Vila do Conde;Fajozes;F;0 - 14 year old;92;;92
2021;170358;Vila Real;Chaves;União das freguesias de Santa Cruz/Trindade e Sanjurge;M;15 - 24 year old;168;;168
2021;151207;Setúbal;Setúbal;Gâmbia-Pontes-Alto da Guerra;M;65 and older;562;;562
2021;131607;Porto;Vila do Conde;Fajozes;F;25 - 64 year old;445;;445
2021;50230;Castelo Branco;Castelo Branco;União das freguesias de Ninho do Açor e Sobral do Campo;M;15 - 24 year old;21;;21
2021;111609;Lisboa;Odivelas;União das freguesias de Póvoa de Santo Adrião e Olival Basto;M;15 - 24 year old;923;;923
2021;180719;Viseu;Moimenta da Beira;Sever;F;65 and older;114;;114
2021;81502;Faro;Vila do Bispo;Budens;F;25 - 64 year old;471;;471
2021;10516;Aveiro;Aveiro;Requeixo, Nossa Senhora de Fátima e Nariz;M;15 - 24 year old;199;;199
2021;150106;Setúbal;Alcácer do Sal;Comporta;M;25 - 64 year old;296;;296
2021;141201;Santarém;Golegã;Azinhaga;F;15 - 24 year old;63;;63
2021;160420;Viana do Castelo;Monção;Pias;F;15 - 24 year old;33;;33
2021;170121;Vila Real;Alijó;União das freguesias de Castedo e Cotas;F;0 - 14 year old;24;;24
2021;170643;Vila Real;Montalegre;União das freguesias de Vilar de Perdizes e Meixide;F;0 - 14 year old;9;;9
2021;30884;Braga;Guimarães;União das freguesias de Oliveira, São Paio e São Sebastião;F;0 - 14 year old;348;;348
2021;110607;Lisboa;Lisboa;Beato;M;0 - 14 year old;695;;695
2021;61512;Coimbra;Soure;Vinha da Rainha;F;15 - 24 year old;53;;53
2021;141632;Santarém;Santarém;União das freguesias de Romeira e Várzea;M;15 - 24 year old;145;;145
2021;160614;Viana do Castelo;Ponte da Barca;Oleiros;F;65 and older;68;;68
2021;30235;Braga;Barcelos;Fragoso;M;15 - 24 year old;131;;131
2021;141921;Santarém;Torres Novas;União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;M;25 - 64 year old;1929;;1929
2021;170809;Vila Real;Peso da Régua;Sedielos;F;65 and older;144;;144
2021;160510;Viana do Castelo;Paredes de Coura;Infesta;M;25 - 64 year old;86;;86
2021;90621;Guarda;Gouveia;Vila Nova de Tazem;M;25 - 64 year old;355;;355
2021;50511;Castelo Branco;Idanha-a-Nova;Proença-a-Velha;M;25 - 64 year old;37;;37
2021;100121;Leiria;Alcobaça;União das freguesias de Alcobaça e Vestiaria;M;0 - 14 year old;473;;473
2021;10515;Aveiro;Aveiro;Eixo e Eirol;M;65 and older;557;;557
2021;50308;Castelo Branco;Covilhã;Cortes do Meio;F;15 - 24 year old;24;;24
2021;160157;Viana do Castelo;Arcos de Valdevez;União das freguesias de Guilhadeses e Santar;M;0 - 14 year old;66;;66
2021;40740;Bragança;Mirandela;União das freguesias de Barcel, Marmelos e Valverde da Gestosa;F;15 - 24 year old;14;;14
2021;80401;Faro;Castro Marim;Azinhal;M;15 - 24 year old;12;;12
2021;50425;Castelo Branco;Fundão;Soalheira;F;0 - 14 year old;47;;47
2021;90227;Guarda;Almeida;Vale da Mula;M;0 - 14 year old;6;;6
2021;110921;Lisboa;Mafra;União das freguesias de Malveira e São Miguel de Alcainça;M;0 - 14 year old;836;;836
2021;160943;Viana do Castelo;Viana do Castelo;União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;F;25 - 64 year old;816;;816
2021;160519;Viana do Castelo;Paredes de Coura;Romarigães;F;0 - 14 year old;12;;12
2021;30924;Braga;Póvoa de Lanhoso;Serzedelo;M;65 and older;93;;93
2021;130115;Porto;Amarante;Fridão;M;15 - 24 year old;37;;37
2021;91224;Guarda;Seia;Travancinha;F;65 and older;68;;68
2021;182102;Viseu;Tondela;Campo de Besteiros;F;65 and older;205;;205
2021;181921;Viseu;Tabuaço;União das freguesias de Távora e Pereiro;F;15 - 24 year old;18;;18
2021;181608;Viseu;São Pedro do Sul;Pindelo dos Milagres;M;0 - 14 year old;24;;24
2021;420309;Ilha de São Miguel;Ponta Delgada;Feteiras;F;65 and older;98;;98
2021;160623;Viana do Castelo;Ponte da Barca;Vade (São Pedro);F;65 and older;28;;28
2021;120605;Portalegre;Crato;Monte da Pedra;F;15 - 24 year old;6;;6
2021;430113;Ilha Terceira;Angra do Heroísmo;Santa Bárbara;M;65 and older;98;;98
2021;10508;Aveiro;Aveiro;Oliveirinha;M;65 and older;483;;483
2021;150903;Setúbal;Santiago do Cacém;Cercal;F;15 - 24 year old;97;;97
2021;170810;Vila Real;Peso da Régua;Vilarinho dos Freires;M;25 - 64 year old;191;;191
2021;151301;Setúbal;Sines;Sines;M;15 - 24 year old;632;;632
2021;100932;Leiria;Leiria;União das freguesias de Colmeias e Memória;M;25 - 64 year old;870;;870
2021;91017;Guarda;Pinhel;Pinhel;M;65 and older;381;;381
2021;40540;Bragança;Macedo de Cavaleiros;União das freguesias de Bornes e Burga;M;65 and older;59;;59
2021;91405;Guarda;Vila Nova de Foz Côa;Custóias;M;65 and older;42;;42
2021;11404;Aveiro;Oliveira do Bairro;Oliveira do Bairro;M;0 - 14 year old;473;;473
2021;81412;Faro;Tavira;União das freguesias de Tavira (Santa Maria e Santiago);M;25 - 64 year old;3812;;3812
2021;50223;Castelo Branco;Castelo Branco;Sarzedas;M;25 - 64 year old;205;;205
2021;50413;Castelo Branco;Fundão;Castelo Novo;F;15 - 24 year old;17;;17
2021;30224;Braga;Barcelos;Cossourado;F;15 - 24 year old;47;;47
2021;160628;Viana do Castelo;Ponte da Barca;União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;M;25 - 64 year old;985;;985
2021;90905;Guarda;Mêda;Coriscada;F;0 - 14 year old;6;;6
2021;90116;Guarda;Aguiar da Beira;União das freguesias de Souto de Aguiar da Beira e Valverde;F;65 and older;78;;78
2021;182339;Viseu;Viseu;Repeses e São Salvador;F;65 and older;660;;660
2021;50102;Castelo Branco;Belmonte;Caria;M;65 and older;254;;254
2021;130919;Porto;Paços de Ferreira;Sanfins Lamoso Codessos;F;0 - 14 year old;381;;381
2021;61616;Coimbra;Tábua;União das freguesias de Ázere e Covelo;F;65 and older;159;;159
2021;30421;Braga;Cabeceiras de Basto;União das freguesias de Refojos de Basto, Outeiro e Painzela;M;0 - 14 year old;473;;473
2021;30363;Braga;Braga;União das freguesias de Arentim e Cunha;F;0 - 14 year old;60;;60
2021;181110;Viseu;Penalva do Castelo;Real;F;65 and older;51;;51
2021;121410;Portalegre;Portalegre;Urra;M;25 - 64 year old;437;;437
2021;430117;Ilha Terceira;Angra do Heroísmo;Serreta;M;0 - 14 year old;29;;29
2021;10416;Aveiro;Arouca;Santa Eulália;M;15 - 24 year old;127;;127
2021;131307;Porto;Póvoa de Varzim;Estela;F;25 - 64 year old;640;;640
2021;40516;Bragança;Macedo de Cavaleiros;Lagoa;M;25 - 64 year old;60;;60
2021;160142;Viana do Castelo;Arcos de Valdevez;Jolda (São Paio);F;0 - 14 year old;28;;28
2021;480102;Ilha das Flores;Lajes das Flores;Fajãzinha;M;0 - 14 year old;2;;2
2021;171203;Vila Real;Valpaços;Algeriz;M;65 and older;104;;104
2021;30351;Braga;Braga;Braga (São Vítor);M;65 and older;2333;;2333
2021;31257;Braga;Vila Nova de Famalicão;União das freguesias de Ruivães e Novais;M;15 - 24 year old;166;;166
2021;100105;Leiria;Alcobaça;Benedita;M;0 - 14 year old;560;;560
2021;130305;Porto;Felgueiras;Friande;F;25 - 64 year old;501;;501
2021;170107;Vila Real;Alijó;Favaios;F;0 - 14 year old;35;;35
2021;161019;Viana do Castelo;Vila Nova de Cerveira;União das freguesias de Vila Nova de Cerveira e Lovelhe;F;0 - 14 year old;97;;97
2021;170408;Vila Real;Mesão Frio;Mesão Frio (Santo André);F;25 - 64 year old;443;;443
2021;61211;Coimbra;Pampilhosa da Serra;Fajão-Vidual;F;15 - 24 year old;6;;6
2021;420204;Ilha de São Miguel;Nordeste;Nordeste;M;0 - 14 year old;66;;66
2021;40611;Bragança;Miranda do Douro;Picote;F;15 - 24 year old;5;;5
2021;440104;Ilha da Graciosa;Santa Cruz da Graciosa;Santa Cruz da Graciosa;F;65 and older;195;;195
2021;140207;Santarém;Alcanena;Moitas Venda;M;25 - 64 year old;184;;184
2021;181608;Viseu;São Pedro do Sul;Pindelo dos Milagres;F;0 - 14 year old;17;;17
2021;30815;Braga;Guimarães;Fermentões;M;25 - 64 year old;1558;;1558
2021;170101;Vila Real;Alijó;Alijó;M;0 - 14 year old;158;;158
2021;90421;Guarda;Figueira de Castelo Rodrigo;União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;F;25 - 64 year old;65;;65
2021;460205;Ilha do Pico;Madalena;São Caetano;F;15 - 24 year old;21;;21
2021;91110;Guarda;Sabugal;Bendada;M;15 - 24 year old;16;;16
2021;130338;Porto;Felgueiras;União das freguesias de Unhão e Lordelo;F;0 - 14 year old;65;;65
2021;40620;Bragança;Miranda do Douro;União das freguesias de Sendim e Atenor;M;0 - 14 year old;72;;72
2021;100601;Leiria;Caldas da Rainha;A dos Francos;M;0 - 14 year old;88;;88
2021;141814;Santarém;Tomar;Sabacheira;F;25 - 64 year old;196;;196
2021;120403;Portalegre;Campo Maior;São João Baptista;M;0 - 14 year old;254;;254
2021;101608;Leiria;Porto de Mós;Mira de Aire;M;0 - 14 year old;209;;209
2021;150202;Setúbal;Alcochete;Samouco;M;15 - 24 year old;208;;208
2021;60802;Coimbra;Mira;Seixo;M;25 - 64 year old;276;;276
2021;100937;Leiria;Leiria;União das freguesias de Parceiros e Azoia;F;0 - 14 year old;545;;545
2021;41204;Bragança;Vinhais;Celas;M;15 - 24 year old;8;;8
2021;180301;Viseu;Castro Daire;Almofala;M;25 - 64 year old;53;;53
2021;171406;Vila Real;Vila Real;Campeã;M;65 and older;191;;191
2021;30420;Braga;Cabeceiras de Basto;União das freguesias de Gondiães e Vilar de Cunhas;F;65 and older;72;;72
2021;91309;Guarda;Trancoso;Granja;M;15 - 24 year old;5;;5
2021;182325;Viseu;Viseu;Santos Evos;F;65 and older;241;;241
2021;130305;Porto;Felgueiras;Friande;M;15 - 24 year old;117;;117
2021;80304;Faro;Aljezur;Rogil;F;0 - 14 year old;82;;82
2021;160710;Viana do Castelo;Ponte de Lima;Brandara;F;25 - 64 year old;120;;120
2021;110904;Lisboa;Mafra;Encarnação;F;15 - 24 year old;274;;274
2021;50312;Castelo Branco;Covilhã;Orjais;M;65 and older;87;;87
2021;170333;Vila Real;Chaves;São Pedro de Agostém;M;15 - 24 year old;66;;66
2021;11504;Aveiro;Ovar;Maceda;M;65 and older;362;;362
2021;450205;Ilha de São Jorge;Velas;Urzelina (São Mateus);F;0 - 14 year old;50;;50
2021;60338;Coimbra;Coimbra;União das freguesias de São Martinho do Bispo e Ribeira de Frades;F;25 - 64 year old;4359;;4359
2021;40229;Bragança;Bragança;Parâmio;F;65 and older;50;;50
2021;171215;Vila Real;Valpaços;Padrela e Tazem;F;15 - 24 year old;13;;13
2021;10918;Aveiro;Santa Maria da Feira;São Paio de Oleiros;F;65 and older;536;;536
2021;61118;Coimbra;Oliveira do Hospital;Seixo da Beira;M;0 - 14 year old;67;;67
2021;110307;Lisboa;Azambuja;Vila Nova da Rainha;F;65 and older;80;;80
2021;30854;Braga;Guimarães;Selho (São Jorge);F;15 - 24 year old;305;;305
2021;60401;Coimbra;Condeixa-a-Nova;Anobra;M;25 - 64 year old;338;;338
2021;310704;Ilha da Madeira;Ribeira Brava;Tabua;F;0 - 14 year old;75;;75
2021;40502;Bragança;Macedo de Cavaleiros;Amendoeira;M;15 - 24 year old;17;;17
2021;160164;Viana do Castelo;Arcos de Valdevez;União das freguesias de Vilela, São Cosme e São Damião e Sá;F;65 and older;126;;126
2021;40503;Bragança;Macedo de Cavaleiros;Arcas;M;65 and older;43;;43
2021;10926;Aveiro;Santa Maria da Feira;São João de Ver;M;25 - 64 year old;3100;;3100
2021;20208;Beja;Almodôvar;Aldeia dos Fernandes;M;15 - 24 year old;20;;20
2021;160614;Viana do Castelo;Ponte da Barca;Oleiros;F;25 - 64 year old;116;;116
2021;40201;Bragança;Bragança;Alfaião;M;0 - 14 year old;8;;8
2021;180706;Viseu;Moimenta da Beira;Cabaços;F;0 - 14 year old;6;;6
2021;420305;Ilha de São Miguel;Ponta Delgada;Covoada;M;65 and older;59;;59
2021;40711;Bragança;Mirandela;Carvalhais;F;15 - 24 year old;72;;72
2021;161017;Viana do Castelo;Vila Nova de Cerveira;União das freguesias de Candemil e Gondar;F;25 - 64 year old;76;;76
2021;31009;Braga;Terras de Bouro;Gondoriz;F;65 and older;45;;45
2021;91035;Guarda;Pinhel;União das freguesias de Atalaia e Safurdão;M;0 - 14 year old;7;;7
2021;31324;Braga;Vila Verde;Lanhas;M;25 - 64 year old;166;;166
2021;140801;Santarém;Constância;Constância;M;65 and older;108;;108
2021;182011;Viseu;Tarouca;União das freguesias de Gouviães e Ucanha;M;65 and older;109;;109
2021;310201;Ilha da Madeira;Câmara de Lobos;Câmara de Lobos;F;15 - 24 year old;1095;;1095
2021;142105;Santarém;Ourém;Espite;M;65 and older;152;;152
2021;130224;Porto;Baião;União das freguesias de Loivos da Ribeira e Tresouras;M;65 and older;77;;77
2021;180605;Viseu;Mangualde;Cunha Baixa;M;0 - 14 year old;23;;23
2021;131128;Porto;Penafiel;Rans;M;65 and older;107;;107
2021;80404;Faro;Castro Marim;Altura;F;0 - 14 year old;114;;114
2021;130416;Porto;Gondomar;União das freguesias de Melres e Medas;M;0 - 14 year old;295;;295
2021;40619;Bragança;Miranda do Douro;União das freguesias de Ifanes e Paradela;M;15 - 24 year old;7;;7
2021;420325;Ilha de São Miguel;Ponta Delgada;Santa Clara;F;0 - 14 year old;143;;143
2021;100506;Leiria;Bombarral;União das freguesias do Bombarral e Vale Covo;M;0 - 14 year old;467;;467
2021;142006;Santarém;Vila Nova da Barquinha;Vila Nova da Barquinha;F;65 and older;509;;509
2021;30878;Braga;Guimarães;União das freguesias de Atães e Rendufe;F;65 and older;198;;198
2021;141111;Santarém;Ferreira do Zêzere;União das freguesias de Areias e Pias;M;65 and older;251;;251
2021;60320;Coimbra;Coimbra;São João do Campo;M;25 - 64 year old;463;;463
2021;101609;Leiria;Porto de Mós;Pedreiras;M;15 - 24 year old;148;;148
2021;11302;Aveiro;Oliveira de Azeméis;Cesar;M;0 - 14 year old;198;;198
2021;30292;Braga;Barcelos;União das freguesias de Areias de Vilar e Encourados;M;65 and older;200;;200
2021;11814;Aveiro;Vagos;União das freguesias de Vagos e Santo António;F;65 and older;794;;794
2021;40618;Bragança;Miranda do Douro;União das freguesias de Constantim e Cicouro;M;25 - 64 year old;32;;32
2021;121302;Portalegre;Ponte de Sor;Montargil;M;0 - 14 year old;74;;74
2021;100907;Leiria;Leiria;Caranguejeira;F;0 - 14 year old;254;;254
2021;61401;Coimbra;Penela;Cumeeira;F;25 - 64 year old;205;;205
2021;31404;Braga;Vizela;Infias;F;65 and older;168;;168
2021;160104;Viana do Castelo;Arcos de Valdevez;Ázere;M;15 - 24 year old;10;;10
2021;181318;Viseu;Resende;União das freguesias de Freigil e Miomães;M;65 and older;73;;73
2021;30377;Braga;Braga;União das freguesias de Nogueira, Fraião e Lamaçães;F;25 - 64 year old;4549;;4549
2021;170616;Vila Real;Montalegre;Morgade;F;0 - 14 year old;10;;10
2021;90722;Guarda;Guarda;João Antão;M;15 - 24 year old;5;;5
2021;91312;Guarda;Trancoso;Moreira de Rei;F;15 - 24 year old;12;;12
2021;10805;Aveiro;Estarreja;Pardilhó;M;0 - 14 year old;300;;300
2021;110730;Lisboa;Loures;União das freguesias de Santo António dos Cavaleiros e Frielas;M;0 - 14 year old;2284;;2284
2021;131635;Porto;Vila do Conde;União das freguesias de Rio Mau e Arcos;F;25 - 64 year old;762;;762
2021;140610;Santarém;Cartaxo;União das freguesias de Ereira e Lapa;M;15 - 24 year old;76;;76
2021;30820;Braga;Guimarães;Gonça;F;25 - 64 year old;286;;286
2021;81309;Faro;Silves;União das freguesias de Alcantarilha e Pêra;M;65 and older;545;;545
2021;50211;Castelo Branco;Castelo Branco;Lardosa;M;15 - 24 year old;38;;38
2021;160105;Viana do Castelo;Arcos de Valdevez;Cabana Maior;M;65 and older;40;;40
2021;141613;Santarém;Santarém;Moçarria;F;0 - 14 year old;48;;48
2021;121301;Portalegre;Ponte de Sor;Galveias;F;15 - 24 year old;34;;34
2021;11706;Aveiro;Sever do Vouga;Sever do Vouga;F;65 and older;380;;380
2021;130510;Porto;Lousada;Lodares;M;65 and older;137;;137
2021;41021;Bragança;Vila Flor;União das freguesias de Candoso e Carvalho de Egas;F;0 - 14 year old;7;;7
2021;160311;Viana do Castelo;Melgaço;Paderne;F;25 - 64 year old;228;;228
2021;70704;Évora;Mora;Pavia;M;15 - 24 year old;29;;29
2021;50203;Castelo Branco;Castelo Branco;Benquerenças;F;15 - 24 year old;35;;35
2021;90318;Guarda;Celorico da Beira;Vale de Azares;M;0 - 14 year old;11;;11
2021;181316;Viseu;Resende;União das freguesias de Anreade e São Romão de Aregos;F;15 - 24 year old;68;;68
2021;171436;Vila Real;Vila Real;União das freguesias de Pena, Quintã e Vila Cova;F;0 - 14 year old;22;;22
2021;40739;Bragança;Mirandela;União das freguesias de Avidagos, Navalho e Pereira;M;65 and older;63;;63
2021;40916;Bragança;Torre de Moncorvo;Torre de Moncorvo;F;65 and older;455;;455
2021;120712;Portalegre;Elvas;Assunção, Ajuda, Salvador e Santo Ildefonso;F;65 and older;1209;;1209
2021;151101;Setúbal;Sesimbra;Sesimbra (Castelo);F;65 and older;2449;;2449
2021;41241;Bragança;Vinhais;União das freguesias de Soeira, Fresulfe e Mofreita;F;25 - 64 year old;33;;33
2021;180614;Viseu;Mangualde;Quintela de Azurara;F;25 - 64 year old;135;;135
2021;30242;Braga;Barcelos;Lama;M;25 - 64 year old;312;;312
2021;91102;Guarda;Sabugal;Aldeia do Bispo;M;0 - 14 year old;1;;1
2021;70702;Évora;Mora;Cabeção;M;65 and older;178;;178
2021;181811;Viseu;Sernancelhe;Lamosa;F;25 - 64 year old;41;;41
2021;60606;Coimbra;Góis;União das freguesias de Cadafaz e Colmeal;M;25 - 64 year old;59;;59
2021;50607;Castelo Branco;Oleiros;Mosteiro;M;0 - 14 year old;4;;4
2021;100120;Leiria;Alcobaça;Aljubarrota;M;0 - 14 year old;356;;356
2021;20209;Beja;Almodôvar;União das freguesias de Almodôvar e Graça dos Padrões;M;25 - 64 year old;1005;;1005
2021;160522;Viana do Castelo;Paredes de Coura;União das freguesias de Bico e Cristelo;M;0 - 14 year old;42;;42
2021;171415;Vila Real;Vila Real;Mateus;M;0 - 14 year old;260;;260
2021;120607;Portalegre;Crato;União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;F;15 - 24 year old;72;;72
2021;30889;Braga;Guimarães;União das freguesias de Serzedo e Calvos;M;65 and older;142;;142
2021;60120;Coimbra;Arganil;União das freguesias de Cerdeira e Moura da Serra;F;25 - 64 year old;73;;73
2021;50105;Castelo Branco;Belmonte;Maçainhas;F;15 - 24 year old;12;;12
2021;40704;Bragança;Mirandela;Alvites;M;0 - 14 year old;8;;8
2021;140302;Santarém;Almeirim;Benfica do Ribatejo;M;15 - 24 year old;148;;148
2021;30224;Braga;Barcelos;Cossourado;F;65 and older;96;;96
2021;10420;Aveiro;Arouca;Várzea;F;65 and older;65;;65
2021;120402;Portalegre;Campo Maior;Nossa Senhora da Graça dos Degolados;M;65 and older;68;;68
2021;120306;Portalegre;Avis;Figueira e Barros;M;15 - 24 year old;13;;13
2021;160806;Viana do Castelo;Valença;Friestas;F;15 - 24 year old;22;;22
2021;110306;Lisboa;Azambuja;Vale do Paraíso;F;15 - 24 year old;38;;38
2021;50202;Castelo Branco;Castelo Branco;Almaceda;M;65 and older;134;;134
2021;131107;Porto;Penafiel;Castelões;F;25 - 64 year old;385;;385
2021;70515;Évora;Évora;Canaviais;F;15 - 24 year old;173;;173
2021;31230;Braga;Vila Nova de Famalicão;Pedome;M;65 and older;197;;197
2021;60803;Coimbra;Mira;Carapelhos;M;15 - 24 year old;37;;37
2021;30287;Braga;Barcelos;Vila Seca;M;65 and older;102;;102
2021;310806;Ilha da Madeira;Santa Cruz;Santo António da Serra;M;0 - 14 year old;56;;56
2021;90804;Guarda;Manteigas;Vale de Amoreira;F;25 - 64 year old;35;;35
2021;11705;Aveiro;Sever do Vouga;Rocas do Vouga;F;25 - 64 year old;366;;366
2021;90620;Guarda;Gouveia;Vila Franca da Serra;F;15 - 24 year old;12;;12
2021;61015;Coimbra;Montemor-o-Velho;União das freguesias de Abrunheira, Verride e Vila Nova da Barca;F;65 and older;300;;300
2021;131008;Porto;Paredes;Cete;M;15 - 24 year old;186;;186
2021;170642;Vila Real;Montalegre;União das freguesias de Viade de Baixo e Fervidelas;F;0 - 14 year old;26;;26
2021;50315;Castelo Branco;Covilhã;Peraboa;M;65 and older;112;;112
2021;21403;Beja;Vidigueira;Vidigueira;F;65 and older;402;;402
2021;21008;Beja;Moura;Sobral da Adiça;M;0 - 14 year old;78;;78
2021;110304;Lisboa;Azambuja;Azambuja;F;15 - 24 year old;506;;506
2021;100105;Leiria;Alcobaça;Benedita;F;65 and older;1034;;1034
2021;51002;Castelo Branco;Vila de Rei;São João do Peso;M;25 - 64 year old;20;;20
2021;30260;Braga;Barcelos;Perelhal;F;15 - 24 year old;99;;99
2021;430209;Ilha Terceira;Vila da Praia da Vitória;São Brás;F;65 and older;104;;104
2021;171312;Vila Real;Vila Pouca de Aguiar;Tresminas;M;65 and older;75;;75
2021;160755;Viana do Castelo;Ponte de Lima;Bárrio e Cepões;M;65 and older;84;;84
2021;60116;Coimbra;Arganil;Secarias;M;15 - 24 year old;14;;14
2021;430202;Ilha Terceira;Vila da Praia da Vitória;Biscoitos;M;25 - 64 year old;410;;410
2021;81005;Faro;Olhão;Quelfes;F;15 - 24 year old;936;;936
2021;11202;Aveiro;Murtosa;Monte;M;0 - 14 year old;119;;119
2021;131413;Porto;Santo Tirso;Monte Córdova;F;65 and older;412;;412
2021;30882;Braga;Guimarães;União das freguesias de Conde e Gandarela;M;65 and older;216;;216
2021;0302FG;Braga;Barcelos;União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães;F;65 and older;461;;461
2021;121402;Portalegre;Portalegre;Alegrete;F;65 and older;299;;299
2021;11304;Aveiro;Oliveira de Azeméis;Loureiro;M;0 - 14 year old;257;;257
2021;180123;Viseu;Armamar;União das freguesias de Vila Seca e Santo Adrião;F;0 - 14 year old;12;;12
2021;160155;Viana do Castelo;Arcos de Valdevez;União das freguesias de Eiras e Mei;F;25 - 64 year old;60;;60
2021;80708;Faro;Lagos;São Gonçalo de Lagos;M;65 and older;2542;;2542
2021;31352;Braga;Vila Verde;Soutelo;M;25 - 64 year old;577;;577
2021;160522;Viana do Castelo;Paredes de Coura;União das freguesias de Bico e Cristelo;F;25 - 64 year old;166;;166
2021;170318;Vila Real;Chaves;Nogueira da Montanha;F;0 - 14 year old;15;;15
2021;111408;Lisboa;Vila Franca de Xira;Vialonga;M;0 - 14 year old;2052;;2052
2021;10934;Aveiro;Santa Maria da Feira;União das freguesias de Lobão, Gião, Louredo e Guisande;M;65 and older;881;;881
2021;30256;Braga;Barcelos;Panque;M;15 - 24 year old;39;;39
2021;100505;Leiria;Bombarral;Pó;M;0 - 14 year old;66;;66
2021;130143;Porto;Amarante;União das freguesias de Bustelo, Carneiro e Carvalho de Rei;F;65 and older;138;;138
2021;91419;Guarda;Vila Nova de Foz Côa;Vila Nova de Foz Côa;M;65 and older;351;;351
2021;91315;Guarda;Trancoso;Reboleiro;F;25 - 64 year old;42;;42
2021;11007;Aveiro;Ílhavo;Gafanha do Carmo;F;0 - 14 year old;124;;124
2021;120706;Portalegre;Elvas;Santa Eulália;F;65 and older;175;;175
2021;160746;Viana do Castelo;Ponte de Lima;Serdedelo;F;25 - 64 year old;111;;111
2021;50424;Castelo Branco;Fundão;Silvares;M;65 and older;166;;166
2021;182323;Viseu;Viseu;Rio de Loba;F;25 - 64 year old;2547;;2547
2021;60207;Coimbra;Cantanhede;Febres;M;65 and older;444;;444
2021;31001;Braga;Terras de Bouro;Balança;F;65 and older;50;;50
2021;160415;Viana do Castelo;Monção;Merufe;M;15 - 24 year old;28;;28
